0.89799519	0.75475899	0.55154999	0.39492802	0.57922753	0.72466611	0.42047709	0.07904546
0.18377078	0.62605415	0.05291714	0.11034514	0.11621258	0.25671429	0.98428470	0.37734379
0.54595736	0.52787252	0.53453792	0.62502831	0.97147496	0.14594564	0.96236253	0.04101773
0.29890155	0.70507369	0.73769034	0.28752456	0.42756210	0.17511182	0.12682908	0.49597625
0.07538676	0.52238797	0.00890094	0.80795647	0.59653259	0.38091534	0.57140631	0.88339483
0.99984313	0.36358541	0.52535631	0.32169949	0.67585500	0.08276014	0.10962001	0.33902003
0.18370367	0.47737217	0.07479681	0.10730217	0.78928589	0.63079794	0.83475353	0.07798527
0.87490574	0.32869092	0.72632169	0.06261376	0.11744429	0.57996610	0.20257637	0.13880974
0.12437936	0.43888477	0.57486803	0.42488117	0.07688665	0.09319161	0.59891162	0.87586850
0.45559729	0.13228577	0.60404029	0.39439890	0.76649267	0.33465340	0.97774516	0.64594866
0.07875012	0.16524504	0.68794305	0.13684276	0.72174409	0.43404264	0.71086210	0.81433037
0.25422887	0.75724363	0.01601636	0.46480408	0.94714974	0.83889637	0.69583510	0.07431806
0.14240319	0.92119480	0.64808114	0.82167162	0.87472304	0.04472922	0.56399318	0.79897755
0.14684083	0.19898261	0.41060475	0.87406910	0.26385872	0.04551742	0.86419809	0.90637157
0.05706983	0.44526061	0.79820105	0.91380995	0.28543984	0.52032476	0.45065167	0.51769595
0.87855711	0.61041839	0.95237146	0.46077534	0.35916751	0.64782395	0.11272132	0.67385641
0.47114252	0.31441517	0.45616769	0.24111771	0.04848277	0.24075586	0.89247556	0.53887420
0.94456142	0.75520522	0.67726896	0.79867697	0.04160935	0.50061509	0.68027005	0.29534495
0.89363705	0.29724032	0.11524776	0.98844380	0.87539896	0.23208727	0.30680669	0.77734258
0.45671525	0.62996454	0.02956113	0.80972156	0.68625853	0.47599749	0.02663806	0.72510210
0.50215422	0.34856431	0.23379108	0.14276677	0.77476062	0.50278010	0.91021694	0.98174050
0.05905929	0.26424600	0.94131176	0.04207277	0.27508202	0.61762357	0.97674368	0.86675408
0.86352103	0.69197639	0.35196962	0.27818855	0.62992440	0.56044099	0.32188351	0.43412488
0.13016055	0.61792162	0.60105210	0.59708493	0.15295683	0.74545711	0.23168655	0.49850575
0.30031161	0.58983198	0.82398009	0.32243508	0.14054322	0.51915733	0.58743099	0.59925066
0.58573110	0.55178085	0.39319102	0.64390211	0.59768454	0.32322222	0.89635245	0.47315516
0.36208967	0.71014500	0.95714998	0.49129156	0.17893080	0.19504775	0.82037731	0.90525354
0.67343475	0.87896168	0.89607051	0.76259147	0.00621796	0.19798367	0.93103727	0.93545950
0.74023839	0.81250402	0.13684840	0.35931418	0.91837282	0.76637107	0.13611722	0.15456289
0.05646582	0.54970497	0.49380963	0.60275857	0.17940674	0.54673530	0.22162958	0.75244870
0.49241649	0.14382406	0.41857900	0.17020895	0.88773324	0.48545669	0.89273950	0.27044279
0.01856692	0.87841565	0.05204446	0.91157153	0.04428931	0.32329513	0.75803517	0.99514681
0.52939949	0.00338039	0.99894319	0.12524315	0.76419407	0.05200112	0.47953300	0.43194971
0.80192355	0.93629949	0.92559852	0.82889417	0.87471528	0.53206195	0.73668522	0.53729329
0.58127895	0.35150673	0.52022011	0.78399577	0.95486334	0.64888239	0.10007306	0.78808199
0.72494660	0.38544342	0.02620971	0.67998197	0.88727487	0.74787767	0.11866891	0.47440192
0.02086723	0.35867936	0.38344968	0.75001535	0.33807403	0.42290934	0.90682488	0.34495638
0.06883877	0.49526797	0.06331314	0.17437139	0.44423533	0.52926816	0.33350835	0.91421890
0.85643663	0.84540712	0.60489660	0.82254978	0.74276455	0.31264236	0.28340473	0.15979529
0.69888676	0.54944528	0.29448851	0.75797454	0.25579734	0.80469745	0.59985904	0.08650604
0.60781415	0.12791560	0.75728444	0.52073054	0.78404076	0.11324874	0.70211124	0.46705716
0.46813691	
